unit,lat,lon,year,count
Northern CA District - BLM,33.913568,-117.263252,2003,8
Kern County,35.304076,-118.730207,2003,8
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2003,2
Ventura County,34.27834,-119.29317,2003,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2003,8
Tahoe National Forest,39.301182,-120.678146,2003,2
Tulare County,36.210334,-119.335214,2003,6
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2003,7
Stanislaus National Forest,38.036256,-120.283203,2003,4
APV,34.577861,-117.187826,2003,1
Santa Clara CAL FIRE,37.356651,-121.961118,2003,13
Yosemite National Park,37.58395,-119.695053,2003,8
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2003,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2003,3
San Bernardino National Forest,34.090473,-117.260245,2003,4
San Luis Obispo CAL FIRE,35.266778,-120.659441,2003,3
CA Desert District - BLM,33.839864,-116.505059,2003,2
Cleveland National Forest,33.022118,-117.094959,2003,4
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2003,6
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2003,2
San Diego CAL FIRE,32.72793,-117.15529,2003,2
Butte CAL FIRE,36.01296,-116.830549,2003,4
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2004,1
Siskiyou CAL FIRE,41.702654,-122.641241,2004,4
Ventura County,34.27834,-119.29317,2004,1
Plumas National Forest,39.937816,-120.94114,2004,1
Los Angeles County,34.05513,-118.25703,2004,3
Six Rivers National Forest,41.840065,-123.997312,2004,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2004,7
Riverside CAL FIRE,33.496892,-117.1504,2004,11
Butte CAL FIRE,36.01296,-116.830549,2004,1
Eldorado National Forest,38.721085,-120.829644,2004,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2004,7
Northern CA District - BLM,33.913568,-117.263252,2004,6
Sequoia - Kings Canyon NP,36.49042,-118.82488,2004,1
Sierra National Forest,36.829829,-119.684965,2004,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2004,4
San Diego CAL FIRE,32.72793,-117.15529,2004,5
San Bernardino National Forest,34.090473,-117.260245,2004,4
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2004,3
Tulare County,36.210334,-119.335214,2004,3
San Joaquin River National Wildlife Refuge,37.606243,-121.195342,2004,1
Tahoe National Forest,39.301182,-120.678146,2004,1
Yosemite National Park,37.58395,-119.695053,2004,2
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2004,2
Bakersfield District - BLM  (old),35.369763,-118.969794,2004,2
Kern County,35.304076,-118.730207,2004,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,2004,1
Shasta-Trinity National Forest,40.520709,-122.301395,2004,3
Santa Clara CAL FIRE,37.356651,-121.961118,2004,5
Angeles National Forest,34.181417,-118.074422,2004,4
Lassen Volcanic NP,40.493508,-121.407618,2004,1
Stanislaus National Forest,38.036256,-120.283203,2004,2
Sequoia National Forest,36.032162,-119.078781,2004,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2004,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2004,5
Modoc National Forest,41.339102,-121.147262,2004,1
Inyo National Forest,37.313458,-118.139056,2004,1
Mendocino CAL FIRE,39.345892,-123.319092,2004,1
Santa Barbara County,34.389656,-119.702652,2004,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,2004,1
Marin County,37.87136,-122.513604,2004,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2004,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2004,2
Shasta-Trinity National Forest,40.520709,-122.301395,2005,1
Sierra National Forest,36.829829,-119.684965,2005,1
Inyo National Forest,37.313458,-118.139056,2005,2
Siskiyou CAL FIRE,41.702654,-122.641241,2005,1
Lassen Volcanic NP,40.493508,-121.407618,2005,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2005,1
Mendocino CAL FIRE,39.345892,-123.319092,2005,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2005,6
Los Padres National Forest,34.768611,-120.061716,2005,1
Sequoia National Forest,36.032162,-119.078781,2005,2
Los Angeles County,34.05513,-118.25703,2005,12
Yosemite National Park,37.58395,-119.695053,2005,5
Sequoia - Kings Canyon NP,36.49042,-118.82488,2005,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2005,16
Six Rivers National Forest,41.840065,-123.997312,2005,1
Tulare County,36.210334,-119.335214,2005,2
Cleveland National Forest,33.022118,-117.094959,2005,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,2005,2
Ventura County,34.27834,-119.29317,2005,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2005,1
Riverside CAL FIRE,33.496892,-117.1504,2005,7
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2005,2
San Bernardino National Forest,34.090473,-117.260245,2005,2
Tahoe National Forest,39.301182,-120.678146,2005,1
Death Valley NP,36.483943,-117.129028,2005,2
Orange County,33.802647,-117.84931,2005,1
Santa Clara CAL FIRE,37.356651,-121.961118,2005,9
CA Desert District - BLM,33.839864,-116.505059,2005,6
Kern County,35.304076,-118.730207,2005,14
San Diego CAL FIRE,32.72793,-117.15529,2005,6
Mendocino National Forest,39.172201,-122.90607,2005,1
Klamath National Forest,41.336017,-122.841974,2005,1
Modoc National Forest,41.339102,-121.147262,2005,2
San Luis Obispo CAL FIRE,35.266778,-120.659441,2005,3
San Bernardino CAL FIRE,34.136809,-117.29278,2005,5
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2005,1
Northern CA District - BLM,33.913568,-117.263252,2005,1
Bakersfield District - BLM  (old),35.369763,-118.969794,2005,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2005,4
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2005,3
Angeles National Forest,34.181417,-118.074422,2006,4
Lassen National Forest,40.20725,-120.90771,2006,1
Tahoe National Forest,39.301182,-120.678146,2006,1
Tulare County,36.210334,-119.335214,2006,3
Mendocino National Forest,39.172201,-122.90607,2006,3
Six Rivers National Forest,41.840065,-123.997312,2006,3
Ventura County,34.27834,-119.29317,2006,4
Santa Clara CAL FIRE,37.356651,-121.961118,2006,4
Mendocino CAL FIRE,39.345892,-123.319092,2006,2
Joshua Tree NP,33.913972,-115.839753,2006,4
Death Valley NP,36.483943,-117.129028,2006,4
Los Angeles County,34.05513,-118.25703,2006,7
Sequoia National Forest,36.032162,-119.078781,2006,4
Santa Barbara County,34.389656,-119.702652,2006,1
Klamath National Forest,41.336017,-122.841974,2006,6
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2006,3
Inyo National Forest,37.313458,-118.139056,2006,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2006,5
Siskiyou CAL FIRE,41.702654,-122.641241,2006,3
Riverside CAL FIRE,33.496892,-117.1504,2006,4
Modoc National Forest,41.339102,-121.147262,2006,7
Butte CAL FIRE,36.01296,-116.830549,2006,1
Plumas National Forest,39.937816,-120.94114,2006,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,2006,4
Sequoia - Kings Canyon NP,36.49042,-118.82488,2006,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2006,10
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2006,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2006,2
Stanislaus National Forest,38.036256,-120.283203,2006,1
Los Padres National Forest,34.768611,-120.061716,2006,6
Clear Lake National Wildlife Refuge,41.87065,-121.141559,2006,1
Cleveland National Forest,33.022118,-117.094959,2006,3
San Bernardino CAL FIRE,34.136809,-117.29278,2006,6
Bakersfield District - BLM  (old),35.369763,-118.969794,2006,5
San Bernardino National Forest,34.090473,-117.260245,2006,8
CA Desert District - BLM,33.839864,-116.505059,2006,4
Kern County,35.304076,-118.730207,2006,7
Yosemite National Park,37.58395,-119.695053,2006,5
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2006,8
Shasta-Trinity National Forest,40.520709,-122.301395,2006,5
San Diego CAL FIRE,32.72793,-117.15529,2006,3
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2006,4
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2006,1
Northern CA District - BLM,33.913568,-117.263252,2006,2
Sierra National Forest,36.829829,-119.684965,2006,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2007,3
Modoc National Forest,41.339102,-121.147262,2007,2
Stanislaus National Forest,38.036256,-120.283203,2007,2
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2007,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2007,1
Mendocino National Forest,39.172201,-122.90607,2007,1
Santa Clara CAL FIRE,37.356651,-121.961118,2007,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2007,2
San Luis Obispo CAL FIRE,35.266778,-120.659441,2007,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,2007,2
Kern County,35.304076,-118.730207,2007,3
Santa Monica Mtns National Recreation Area,34.114193,-119.072796,2007,1
Yosemite National Park,37.58395,-119.695053,2007,4
Sierra National Forest,36.829829,-119.684965,2007,1
San Diego CAL FIRE,32.72793,-117.15529,2007,8
Shasta-Trinity National Forest,40.520709,-122.301395,2007,3
Lake Taho Basin Management Unit,35.04304,-116.29502,2007,1
Sequoia National Forest,36.032162,-119.078781,2007,5
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2007,1
Lassen National Forest,40.20725,-120.90771,2007,1
Inyo National Forest,37.313458,-118.139056,2007,5
Bakersfield District - BLM  (old),35.369763,-118.969794,2007,4
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2007,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,2007,1
Mendocino CAL FIRE,39.345892,-123.319092,2007,1
Camp Pendleton Marine Corps Base,33.465219,-117.51921,2007,1
San Bernardino National Forest,34.090473,-117.260245,2007,6
Klamath National Forest,41.336017,-122.841974,2007,7
Tahoe National Forest,39.301182,-120.678146,2007,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2007,7
Los Padres National Forest,34.768611,-120.061716,2007,1
Siskiyou CAL FIRE,41.702654,-122.641241,2007,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2007,4
Tulare County,36.210334,-119.335214,2007,2
Cleveland National Forest,33.022118,-117.094959,2007,2
Death Valley NP,36.483943,-117.129028,2007,1
Orange County,33.802647,-117.84931,2007,2
Riverside CAL FIRE,33.496892,-117.1504,2007,8
Northern CA District - BLM,33.913568,-117.263252,2007,2
Butte CAL FIRE,36.01296,-116.830549,2007,3
San Bernardino CAL FIRE,34.136809,-117.29278,2007,5
CA Desert District - BLM,33.839864,-116.505059,2007,3
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2007,5
Santa Barbara County,34.389656,-119.702652,2007,4
Angeles National Forest,34.181417,-118.074422,2007,1
Plumas National Forest,39.937816,-120.94114,2007,3
Los Angeles County,34.05513,-118.25703,2007,12
Inyo National Forest,37.313458,-118.139056,2008,3
San Bernardino CAL FIRE,34.136809,-117.29278,2008,3
Santa Barbara County,34.389656,-119.702652,2008,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2008,4
Shasta-Trinity National Forest,40.520709,-122.301395,2008,31
San Diego CAL FIRE,32.72793,-117.15529,2008,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2008,8
Angeles National Forest,34.181417,-118.074422,2008,5
Kern County,35.304076,-118.730207,2008,1
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,2008,3
Six Rivers National Forest,41.840065,-123.997312,2008,9
Tahoe National Forest,39.301182,-120.678146,2008,7
Fresno-Kings CAL FIRE,36.75156,-119.800612,2008,4
San Joaquin River National Wildlife Refuge,37.606243,-121.195342,2008,1
Butte CAL FIRE,36.01296,-116.830549,2008,4
Riverside CAL FIRE,33.496892,-117.1504,2008,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2008,3
Sequoia - Kings Canyon NP,36.49042,-118.82488,2008,2
San Luis Obispo CAL FIRE,35.266778,-120.659441,2008,1
Sierra National Forest,36.829829,-119.684965,2008,6
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2008,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2008,1
San Bernardino National Forest,34.090473,-117.260245,2008,3
Mendocino CAL FIRE,39.345892,-123.319092,2008,33
Santa Clara CAL FIRE,37.356651,-121.961118,2008,4
Lassen National Forest,40.20725,-120.90771,2008,3
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2008,4
Marin County,37.87136,-122.513604,2008,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2008,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2008,4
Cleveland National Forest,33.022118,-117.094959,2008,2
CA Desert District - BLM,33.839864,-116.505059,2008,3
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2008,3
Mendocino National Forest,39.172201,-122.90607,2008,12
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2008,6
Los Padres National Forest,34.768611,-120.061716,2008,5
Lava Beds National Monument,41.759362,-121.516875,2008,1
Los Angeles County,34.05513,-118.25703,2008,2
Plumas National Forest,39.937816,-120.94114,2008,10
Tulare County,36.210334,-119.335214,2008,4
Stanislaus National Forest,38.036256,-120.283203,2008,2
Sequoia National Forest,36.032162,-119.078781,2008,4
Klamath National Forest,41.336017,-122.841974,2008,10
Klamath National Forest,41.336017,-122.841974,2009,4
Santa Barbara County,34.389656,-119.702652,2009,3
Lassen National Forest,40.20725,-120.90771,2009,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2009,3
Sequoia National Forest,36.032162,-119.078781,2009,6
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2009,5
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2009,6
San Diego CAL FIRE,32.72793,-117.15529,2009,1
Orange County,33.802647,-117.84931,2009,1
San Bernardino CAL FIRE,34.136809,-117.29278,2009,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2009,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2009,2
San Bernardino National Forest,34.090473,-117.260245,2009,4
Ventura County,34.27834,-119.29317,2009,2
Stanislaus National Forest,38.036256,-120.283203,2009,1
Northern CA District - BLM,33.913568,-117.263252,2009,1
Lassen Volcanic NP,40.493508,-121.407618,2009,1
Kern County,35.304076,-118.730207,2009,7
Vandenberg Air Force Base,34.7483,-120.51817,2009,1
Riverside CAL FIRE,33.496892,-117.1504,2009,2
Yosemite National Park,37.58395,-119.695053,2009,4
Shasta-Trinity National Forest,40.520709,-122.301395,2009,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2009,1
Angeles National Forest,34.181417,-118.074422,2009,4
Joshua Tree NP,33.913972,-115.839753,2009,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,2009,1
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,2009,2
Santa Clara CAL FIRE,37.356651,-121.961118,2009,4
CA Desert District - BLM,33.839864,-116.505059,2009,2
Plumas National Forest,39.937816,-120.94114,2009,4
Mendocino National Forest,39.172201,-122.90607,2009,1
Inyo National Forest,37.313458,-118.139056,2009,2
Six Rivers National Forest,41.840065,-123.997312,2009,1
Hoopa Valley Tribe,41.04778,-123.67278,2009,1
Siskiyou CAL FIRE,41.702654,-122.641241,2009,1
Los Angeles County,34.05513,-118.25703,2009,6
Tulare County,36.210334,-119.335214,2009,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2009,4
Sequoia - Kings Canyon NP,36.49042,-118.82488,2009,1
Los Padres National Forest,34.768611,-120.061716,2009,3
Inyo National Forest,37.313458,-118.139056,2010,1
Stanislaus National Forest,38.036256,-120.283203,2010,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,2010,1
CA Desert District - BLM,33.839864,-116.505059,2010,2
San Luis National Wildlife Refuge,37.200301,-120.843549,2010,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,2010,2
Joshua Tree NP,33.913972,-115.839753,2010,1
San Diego CAL FIRE,32.72793,-117.15529,2010,4
Modoc National Forest,41.339102,-121.147262,2010,1
Plumas National Forest,39.937816,-120.94114,2010,2
Santa Barbara County,34.389656,-119.702652,2010,1
Santa Clara CAL FIRE,37.356651,-121.961118,2010,4
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2010,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2010,2
Northern CA District - BLM,33.913568,-117.263252,2010,4
Angeles National Forest,34.181417,-118.074422,2010,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,2010,1
Bakersfield District - BLM  (old),35.369763,-118.969794,2010,4
Los Angeles County,34.05513,-118.25703,2010,3
Klamath National Forest,41.336017,-122.841974,2010,1
Sequoia National Forest,36.032162,-119.078781,2010,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2010,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2010,2
San Bernardino CAL FIRE,34.136809,-117.29278,2010,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2010,3
Vandenberg Air Force Base,34.7483,-120.51817,2010,1
Los Padres National Forest,34.768611,-120.061716,2010,1
Kern County,35.304076,-118.730207,2010,9
Riverside CAL FIRE,33.496892,-117.1504,2010,7
Sierra National Forest,36.829829,-119.684965,2010,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2010,1
Butte CAL FIRE,36.01296,-116.830549,2010,2
Yosemite National Park,37.58395,-119.695053,2010,2
Cleveland National Forest,33.022118,-117.094959,2010,3
Tulare County,36.210334,-119.335214,2010,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2010,1
Modoc National Forest,41.339102,-121.147262,2011,3
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2011,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2011,3
Bakersfield District - BLM  (old),35.369763,-118.969794,2011,6
Santa Barbara County,34.389656,-119.702652,2011,2
Santa Clara CAL FIRE,37.356651,-121.961118,2011,4
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2011,1
Northern CA District - BLM,33.913568,-117.263252,2011,3
Klamath National Forest,41.336017,-122.841974,2011,1
San Diego CAL FIRE,32.72793,-117.15529,2011,5
Riverside CAL FIRE,33.496892,-117.1504,2011,3
Cleveland National Forest,33.022118,-117.094959,2011,2
Mendocino CAL FIRE,39.345892,-123.319092,2011,1
Sequoia National Forest,36.032162,-119.078781,2011,6
Inyo National Forest,37.313458,-118.139056,2011,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2011,2
Los Padres National Forest,34.768611,-120.061716,2011,3
Eldorado National Forest,38.721085,-120.829644,2011,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,2011,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2011,4
San Bernardino CAL FIRE,34.136809,-117.29278,2011,5
CA Desert District - BLM,33.839864,-116.505059,2011,8
Angeles National Forest,34.181417,-118.074422,2011,1
Tulare County,36.210334,-119.335214,2011,5
San Luis Obispo CAL FIRE,35.266778,-120.659441,2011,4
Los Angeles County,34.05513,-118.25703,2011,7
Yosemite National Park,37.58395,-119.695053,2011,3
Orange County,33.802647,-117.84931,2011,1
San Bernardino National Forest,34.090473,-117.260245,2011,2
Siskiyou CAL FIRE,41.702654,-122.641241,2011,1
Kern County,35.304076,-118.730207,2011,24
Stanislaus National Forest,38.036256,-120.283203,2011,1
Six Rivers National Forest,41.840065,-123.997312,2011,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2011,5
Northern California District BLM,33.839864,-116.505059,2012,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2012,7
Yosemite National Park,37.58395,-119.695053,2012,1
Sequoia National Forest,36.032162,-119.078781,2012,4
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2012,3
Butte CAL FIRE,36.01296,-116.830549,2012,2
Shasta-Trinity National Forest,40.520709,-122.301395,2012,6
Siskiyou CAL FIRE,41.702654,-122.641241,2012,1
Stanislaus National Forest,38.036256,-120.283203,2012,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2012,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,2012,3
Angeles National Forest,34.181417,-118.074422,2012,1
Los Padres National Forest,34.768611,-120.061716,2012,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,2012,1
Mendocino National Forest,39.172201,-122.90607,2012,2
Plumas National Forest,39.937816,-120.94114,2012,2
Northern CA District - BLM,33.913568,-117.263252,2012,6
Mendocino CAL FIRE,39.345892,-123.319092,2012,3
San Diego CAL FIRE,32.72793,-117.15529,2012,4
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2012,3
Klamath National Forest,41.336017,-122.841974,2012,3
Joshua Tree NP,33.913972,-115.839753,2012,1
Kern County,35.304076,-118.730207,2012,7
Death Valley NP,36.483943,-117.129028,2012,1
Lassen Volcanic NP,40.493508,-121.407618,2012,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2012,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,2012,1
Modoc National Forest,41.339102,-121.147262,2012,3
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2012,5
Sierra National Forest,36.829829,-119.684965,2012,1
San Bernardino National Forest,34.090473,-117.260245,2012,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2012,1
Los Angeles County,34.05513,-118.25703,2012,4
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2012,1
Riverside CAL FIRE,33.496892,-117.1504,2012,4
CA Desert District - BLM,33.839864,-116.505059,2012,11
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2013,2
Six Rivers National Forest,41.840065,-123.997312,2013,3
Yosemite National Park,37.58395,-119.695053,2013,1
Mendocino CAL FIRE,39.345892,-123.319092,2013,1
Camp Pendleton Marine Corps Base,33.465219,-117.51921,2013,1
CA Desert District - BLM,33.839864,-116.505059,2013,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2013,3
Klamath National Forest,41.336017,-122.841974,2013,1
Mendocino National Forest,39.172201,-122.90607,2013,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2013,7
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2013,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,2013,2
Butte CAL FIRE,36.01296,-116.830549,2013,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2013,2
Los Padres National Forest,34.768611,-120.061716,2013,4
Sierra National Forest,36.829829,-119.684965,2013,2
Cleveland National Forest,33.022118,-117.094959,2013,3
Santa Monica Mtns National Recreation Area,34.114193,-119.072796,2013,1
Santa Clara CAL FIRE,37.356651,-121.961118,2013,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2013,2
Riverside CAL FIRE,33.496892,-117.1504,2013,5
Los Angeles County,34.05513,-118.25703,2013,3
San Bernardino National Forest,34.090473,-117.260245,2013,5
Sequoia National Forest,36.032162,-119.078781,2013,5
Tahoe National Forest,39.301182,-120.678146,2013,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2013,2
Plumas National Forest,39.937816,-120.94114,2013,1
Eldorado National Forest,38.721085,-120.829644,2013,1
San Diego CAL FIRE,32.72793,-117.15529,2013,5
Kern County,35.304076,-118.730207,2013,3
San Bernardino CAL FIRE,34.136809,-117.29278,2013,2
Ventura County,34.27834,-119.29317,2013,2
Angeles National Forest,34.181417,-118.074422,2013,3
Sequoia - Kings Canyon NP,36.49042,-118.82488,2013,1
San Luis National Wildlife Refuge,37.200301,-120.843549,2013,1
Stanislaus National Forest,38.036256,-120.283203,2013,2
Cleveland National Forest,33.022118,-117.094959,2014,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2014,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2014,1
Klamath National Forest,41.336017,-122.841974,2014,6
Butte CAL FIRE,36.01296,-116.830549,2014,2
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2014,3
Kern National Wildlife Refuge,35.739565,-119.620699,2014,1
San Bernardino CAL FIRE,34.136809,-117.29278,2014,1
Bitter Creek National Wildlife Refuge,34.959811,-119.31468,2014,1
San Bernardino National Forest,34.090473,-117.260245,2014,1
Angeles National Forest,34.181417,-118.074422,2014,3
Santa Barbara County,34.389656,-119.702652,2014,1
Northern CA District - BLM,33.913568,-117.263252,2014,2
Mendocino CAL FIRE,39.345892,-123.319092,2014,2
Modoc National Forest,41.339102,-121.147262,2014,5
Kern County,35.304076,-118.730207,2014,1
San Diego CAL FIRE,32.72793,-117.15529,2014,6
Camp Pendleton Marine Corps Base,33.465219,-117.51921,2014,3
City of Weed Vol. Fire Dept.,38.248845,-122.00796,2014,1
Lassen National Forest,40.20725,-120.90771,2014,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,2014,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2014,3
Sequoia National Forest,36.032162,-119.078781,2014,3
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2014,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2014,1
Sierra National Forest,36.829829,-119.684965,2014,1
Hoopa Valley Tribe,41.04778,-123.67278,2014,1
Yosemite National Park,37.58395,-119.695053,2014,4
Shasta-Trinity National Forest,40.520709,-122.301395,2014,1
Sacramento National Wildlife Refuge,39.407675,-122.164103,2014,1
Eldorado National Forest,38.721085,-120.829644,2014,1
Los Angeles County,34.05513,-118.25703,2014,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2014,5
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2014,3
Sierra National Forest,36.829829,-119.684965,2015,3
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2015,2
San Diego CAL FIRE,32.72793,-117.15529,2015,1
Sequoia National Forest,36.032162,-119.078781,2015,1
Mendocino CAL FIRE,39.345892,-123.319092,2015,1
Santa Clara CAL FIRE,37.356651,-121.961118,2015,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2015,2
Riverside CAL FIRE,33.496892,-117.1504,2015,3
Inyo National Forest,37.313458,-118.139056,2015,2
Santa Barbara County,34.389656,-119.702652,2015,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2015,3
San Bernardino CAL FIRE,34.136809,-117.29278,2015,1
Siskiyou CAL FIRE,41.702654,-122.641241,2015,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2015,7
San Bernardino National Forest,34.090473,-117.260245,2015,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,2015,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2015,9
Modoc National Forest,41.339102,-121.147262,2015,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2015,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2015,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,2015,2
Butte CAL FIRE,36.01296,-116.830549,2015,3
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2015,2
Cleveland National Forest,33.022118,-117.094959,2015,1
Angeles National Forest,34.181417,-118.074422,2015,3
Yosemite National Park,37.58395,-119.695053,2015,2
Six Rivers National Forest,41.840065,-123.997312,2015,16
Ventura County,34.27834,-119.29317,2015,3
Los Angeles County,34.05513,-118.25703,2015,3
Orange County,33.802647,-117.84931,2015,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,2015,1
Los Padres National Forest,34.768611,-120.061716,2015,1
Shasta-Trinity National Forest,40.520709,-122.301395,2015,20
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2015,3
Northern CA District - BLM,33.913568,-117.263252,2015,2
