unit,lat,lon,year,count,area_burned
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1998,2,3055.786
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1998,5,7134.7035
Six Rivers National Forest,41.840065,-123.997312,1998,25,31488.359099999998
San Luis Obispo CAL FIRE,35.266778,-120.659441,1998,4,1867.2778
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1998,1,2794.889
Angeles National Forest,34.181417,-118.074422,1998,1,233.1016
San Diego CAL FIRE,32.72793,-117.15529,1998,3,1521.7623
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1998,2,6834.1353
Ventura County,34.27834,-119.29317,1998,3,12837.649500000001
Yosemite National Park,37.58395,-119.695053,1998,1,117.9506
Bakersfield District - BLM  (old),35.369763,-118.969794,1998,3,384.176
Sequoia National Forest,36.032162,-119.078781,1998,5,2360.7245
Kern County,35.304076,-118.730207,1998,7,11393.819300000001
Siskiyou CAL FIRE,41.702654,-122.641241,1998,1,293.7902
Fresno-Kings CAL FIRE,36.75156,-119.800612,1998,1,298.7101
Sierra National Forest,36.829829,-119.684965,1998,1,896.8691
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1998,1,152.7675
Camp Roberts Military Base,35.754265,-120.721518,1998,4,9188.9693
Los Padres National Forest,34.768611,-120.061716,1998,1,4029.301
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1998,2,1620.1390000000001
Mendocino National Forest,39.172201,-122.90607,1998,2,302.29999999999995
Inyo National Forest,37.313458,-118.139056,1998,1,3411.581
Los Angeles County,34.05513,-118.25703,1998,4,923.9623
San Bernardino CAL FIRE,34.136809,-117.29278,1998,5,2605.8061
Santa Clara CAL FIRE,37.356651,-121.961118,1998,6,3119.9178
Riverside CAL FIRE,33.496892,-117.1504,1998,9,41525.2669
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1999,18,96551.2664
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1999,6,43393.6116
Yosemite National Park,37.58395,-119.695053,1999,8,15994.3973
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1999,1,7048.117
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1999,1,283.3229
Lassen National Forest,40.20725,-120.90771,1999,1,781.8147
Siskiyou CAL FIRE,41.702654,-122.641241,1999,2,364.9557
Northern CA District - BLM,33.913568,-117.263252,1999,3,3765.4302000000002
Joshua Tree NP,33.913972,-115.839753,1999,2,13857.833
Modoc National Forest,41.339102,-121.147262,1999,5,37194.979100000004
Klamath National Forest,41.336017,-122.841974,1999,2,1973.7051999999999
Ventura County,34.27834,-119.29317,1999,4,9543.8697
Plumas National Forest,39.937816,-120.94114,1999,9,50550.9294
Sequoia National Forest,36.032162,-119.078781,1999,2,2745.6055
Tahoe National Forest,39.301182,-120.678146,1999,1,12324.31
Fresno-Kings CAL FIRE,36.75156,-119.800612,1999,4,2848.4688
Butte CAL FIRE,36.01296,-116.830549,1999,7,33804.9861
Angeles National Forest,34.181417,-118.074422,1999,6,8892.2021
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1999,7,1343.1424
Camp Roberts Military Base,35.754265,-120.721518,1999,1,843.2572
Sequoia - Kings Canyon NP,36.49042,-118.82488,1999,2,837.7422
Mendocino National Forest,39.172201,-122.90607,1999,1,430.0398
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1999,4,5913.2049
Los Padres National Forest,34.768611,-120.061716,1999,2,89855.515
Santa Clara CAL FIRE,37.356651,-121.961118,1999,6,3196.0904
San Bernardino CAL FIRE,34.136809,-117.29278,1999,1,3396.441
Santa Barbara County,34.389656,-119.702652,1999,2,22471.275
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1999,5,3601.7776
Stanislaus National Forest,38.036256,-120.283203,1999,3,7070.8451
San Luis Obispo CAL FIRE,35.266778,-120.659441,1999,1,383.8631
Toiyabe National Forest,38.62689,-119.3935,1999,3,843.0178000000001
Cleveland National Forest,33.022118,-117.094959,1999,4,5274.449100000001
San Diego CAL FIRE,32.72793,-117.15529,1999,11,17301.7623
San Bernardino National Forest,34.090473,-117.260245,1999,3,69236.815
Riverside CAL FIRE,33.496892,-117.1504,1999,4,2350.7516
Inyo National Forest,37.313458,-118.139056,1999,1,2981.122
Kern County,35.304076,-118.730207,1999,3,4448.0471
Tulare County,36.210334,-119.335214,1999,1,199.643
Shasta-Trinity National Forest,40.520709,-122.301395,1999,12,205340.4235
Los Angeles County,34.05513,-118.25703,1999,3,4202.1314999999995
Bakersfield District - BLM  (old),35.369763,-118.969794,1999,3,754.6981
Angeles National Forest,34.181417,-118.074422,2000,2,548.8575999999999
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2000,1,1735.933
San Luis Obispo CAL FIRE,35.266778,-120.659441,2000,4,957.5864
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2000,2,497.3324
Tulare County,36.210334,-119.335214,2000,3,1393.1970000000001
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2000,3,8725.9676
Fresno-Kings CAL FIRE,36.75156,-119.800612,2000,3,943.5174999999999
Stanislaus National Forest,38.036256,-120.283203,2000,1,222.2774
Six Rivers National Forest,41.840065,-123.997312,2000,1,1010.05
Vandenberg Air Force Base,34.7483,-120.51817,2000,2,10308.562
Santa Barbara County,34.389656,-119.702652,2000,1,193.1225
Los Angeles County,34.05513,-118.25703,2000,5,2409.8747000000003
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2000,3,657.3279
Santa Clara CAL FIRE,37.356651,-121.961118,2000,4,761.5426
Riverside CAL FIRE,33.496892,-117.1504,2000,2,12177.826299999999
Camp Roberts Military Base,35.754265,-120.721518,2000,6,3804.4138
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2000,2,1230.9007000000001
Los Padres National Forest,34.768611,-120.061716,2000,3,6115.7746
Butte CAL FIRE,36.01296,-116.830549,2000,2,2322.1431000000002
Siskiyou CAL FIRE,41.702654,-122.641241,2000,3,1294.6246999999998
Mendocino National Forest,39.172201,-122.90607,2000,3,2609.0482
Kern County,35.304076,-118.730207,2000,4,7199.493200000001
Orange County,33.802647,-117.84931,2000,1,445.1155
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2000,6,13135.311399999999
Cleveland National Forest,33.022118,-117.094959,2000,3,1012.0744
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2000,1,320.5536
Plumas National Forest,39.937816,-120.94114,2000,1,56076.33
Inyo National Forest,37.313458,-118.139056,2000,2,1022.0914
Death Valley NP,36.483943,-117.129028,2000,1,4907.75
Toiyabe National Forest,38.62689,-119.3935,2000,7,6880.2344
Sequoia National Forest,36.032162,-119.078781,2000,2,79461.67959999999
Klamath National Forest,41.336017,-122.841974,2000,1,1719.756
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2000,5,12931.1019
San Diego CAL FIRE,32.72793,-117.15529,2000,2,1592.4634
Los Padres National Forest,34.768611,-120.061716,2001,1,174.3834
Cleveland National Forest,33.022118,-117.094959,2001,1,10438.02
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2001,3,5637.553199999999
Los Angeles County,34.05513,-118.25703,2001,3,8384.595200000002
San Bernardino National Forest,34.090473,-117.260245,2001,8,2604.9931
Riverside CAL FIRE,33.496892,-117.1504,2001,6,4253.5431
Santa Clara CAL FIRE,37.356651,-121.961118,2001,2,608.4678
Sequoia - Kings Canyon NP,36.49042,-118.82488,2001,2,2721.9465999999998
Mendocino CAL FIRE,39.345892,-123.319092,2001,2,872.2154
Santa Barbara County,34.389656,-119.702652,2001,1,164.7736
San Diego CAL FIRE,32.72793,-117.15529,2001,1,1409.168
Inyo National Forest,37.313458,-118.139056,2001,2,8304.358
Eldorado National Forest,38.721085,-120.829644,2001,1,16464.6
Northern CA District - BLM,33.913568,-117.263252,2001,1,710.4725
Six Rivers National Forest,41.840065,-123.997312,2001,1,101.1367
Stanislaus National Forest,38.036256,-120.283203,2001,1,184.754
San Luis National Wildlife Refuge,37.200301,-120.843549,2001,1,1796.567
Klamath National Forest,41.336017,-122.841974,2001,3,9789.4904
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2001,1,11095.12
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2001,1,325.9918
Modoc National Forest,41.339102,-121.147262,2001,12,44657.112799999995
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2001,5,1526.1358
Shasta-Trinity National Forest,40.520709,-122.301395,2001,1,1187.508
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2001,6,18988.9741
Siskiyou CAL FIRE,41.702654,-122.641241,2001,1,281.5603
Kern County,35.304076,-118.730207,2001,1,600.9371
Sequoia National Forest,36.032162,-119.078781,2001,3,5276.8727
Sierra National Forest,36.829829,-119.684965,2001,3,5058.8922999999995
Plumas National Forest,39.937816,-120.94114,2001,1,3526.331
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2001,5,3732.2132
Butte CAL FIRE,36.01296,-116.830549,2001,4,10631.3431
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2001,7,21271.357
Yosemite National Park,37.58395,-119.695053,2001,1,7230.624
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2001,1,316.5558
Tahoe National Forest,39.301182,-120.678146,2001,3,3128.5217000000002
Tulare County,36.210334,-119.335214,2001,1,604.4866
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2001,3,2736.9689
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2001,3,498.1508
Camp Roberts Military Base,35.754265,-120.721518,2001,1,521.0673
Mendocino National Forest,39.172201,-122.90607,2001,2,25364.7015
Ventura County,34.27834,-119.29317,2001,1,278.6207
Siskiyou CAL FIRE,41.702654,-122.641241,2002,1,3217.744
Cleveland National Forest,33.022118,-117.094959,2002,6,5772.6320000000005
Orange County,33.802647,-117.84931,2002,5,5234.3805
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2002,1,264.7036
Toiyabe National Forest,38.62689,-119.3935,2002,1,26684.13
San Bernardino National Forest,34.090473,-117.260245,2002,5,16916.6411
Sequoia National Forest,36.032162,-119.078781,2002,3,153339.2307
Northern CA District - BLM,33.913568,-117.263252,2002,5,7164.616900000001
Klamath National Forest,41.336017,-122.841974,2002,4,4519.8988
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2002,2,697.9262000000001
Lake Taho Basin Management Unit,35.04304,-116.29502,2002,2,931.6039
Tahoe National Forest,39.301182,-120.678146,2002,1,355.8457
San Diego CAL FIRE,32.72793,-117.15529,2002,6,68355.90179999999
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2002,1,174.5144
Lassen National Forest,40.20725,-120.90771,2002,1,2007.335
Angeles National Forest,34.181417,-118.074422,2002,6,68426.31
Plumas National Forest,39.937816,-120.94114,2002,1,501082.0
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2002,4,2566.0413
Fresno-Kings CAL FIRE,36.75156,-119.800612,2002,2,864.8257000000001
Los Angeles County,34.05513,-118.25703,2002,10,24478.251500000002
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2002,5,2209.8053
Tulare County,36.210334,-119.335214,2002,3,1646.3406
CA Desert District - BLM,33.839864,-116.505059,2002,1,115.9685
Santa Clara CAL FIRE,37.356651,-121.961118,2002,7,5189.1371
Ventura County,34.27834,-119.29317,2002,1,21641.14
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2002,3,1067.0843
Mendocino CAL FIRE,39.345892,-123.319092,2002,3,1786.8354
Butte CAL FIRE,36.01296,-116.830549,2002,2,2328.6927
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2002,4,1969.5245
Santa Barbara County,34.389656,-119.702652,2002,1,220.4901
Inyo National Forest,37.313458,-118.139056,2002,4,9524.6894
Yosemite National Park,37.58395,-119.695053,2002,3,2207.7602
Six Rivers National Forest,41.840065,-123.997312,2002,1,843.6793
Vandenberg Air Force Base,34.7483,-120.51817,2002,2,7640.3239
Sierra National Forest,36.829829,-119.684965,2002,1,402.495
Sequoia - Kings Canyon NP,36.49042,-118.82488,2002,1,1497.774
San Luis Obispo CAL FIRE,35.266778,-120.659441,2002,2,3403.153
Eldorado National Forest,38.721085,-120.829644,2002,4,2741.1618
Yosemite National Park,37.58395,-119.695053,2003,8,11780.702800000001
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2003,2,921.3218
Ventura County,34.27834,-119.29317,2003,1,107570.4
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2003,8,2285.2654
Tahoe National Forest,39.301182,-120.678146,2003,2,6483.0383999999995
Tulare County,36.210334,-119.335214,2003,6,1553.2017
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2003,7,2574.934
Stanislaus National Forest,38.036256,-120.283203,2003,4,9542.178
APV,34.577861,-117.187826,2003,1,705.3404
Santa Clara CAL FIRE,37.356651,-121.961118,2003,13,45361.9891
Butte CAL FIRE,36.01296,-116.830549,2003,4,1679.1163999999999
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2003,1,1004.413
Northern CA District - BLM,33.913568,-117.263252,2003,8,11581.7263
San Bernardino National Forest,34.090473,-117.260245,2003,4,144043.1178
San Luis Obispo CAL FIRE,35.266778,-120.659441,2003,3,2544.6026
CA Desert District - BLM,33.839864,-116.505059,2003,2,51626.34299999999
Cleveland National Forest,33.022118,-117.094959,2003,4,348650.418
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2003,6,4567.129
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2003,2,1271.4633000000001
San Diego CAL FIRE,32.72793,-117.15529,2003,2,488.0284
Kern County,35.304076,-118.730207,2003,8,7079.0802
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2003,3,445.38
Sierra National Forest,36.829829,-119.684965,2003,1,825.676
Shasta-Trinity National Forest,40.520709,-122.301395,2003,2,3941.9465
Sequoia - Kings Canyon NP,36.49042,-118.82488,2003,5,13221.285899999999
Inyo National Forest,37.313458,-118.139056,2003,4,8666.6823
Lake Taho Basin Management Unit,35.04304,-116.29502,2003,1,338.8016
Los Padres National Forest,34.768611,-120.061716,2003,2,64011.9746
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2003,2,1451.7105000000001
Bakersfield District - BLM  (old),35.369763,-118.969794,2003,7,4605.6685
Mendocino CAL FIRE,39.345892,-123.319092,2003,4,625.9161
Santa Barbara County,34.389656,-119.702652,2003,1,220.4149
Redwood National and State Parks,41.127923,-124.007327,2003,1,278.7794
Riverside CAL FIRE,33.496892,-117.1504,2003,9,21274.435100000002
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2003,3,23050.7738
Sequoia National Forest,36.032162,-119.078781,2003,5,7977.0572
Fresno-Kings CAL FIRE,36.75156,-119.800612,2003,3,530.4046999999999
Modoc National Forest,41.339102,-121.147262,2003,4,10800.5219
Klamath National Forest,41.336017,-122.841974,2003,2,382.7946
Los Angeles County,34.05513,-118.25703,2003,9,12557.783899999999
Angeles National Forest,34.181417,-118.074422,2003,3,10943.3595
Mendocino National Forest,39.172201,-122.90607,2003,15,15409.4018
Six Rivers National Forest,41.840065,-123.997312,2003,1,388.8525
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2004,2,722.4848999999999
Kern County,35.304076,-118.730207,2004,2,1033.3322
Fresno-Kings CAL FIRE,36.75156,-119.800612,2004,1,1144.838
Shasta-Trinity National Forest,40.520709,-122.301395,2004,3,655.3686
Santa Clara CAL FIRE,37.356651,-121.961118,2004,5,3416.1782
Angeles National Forest,34.181417,-118.074422,2004,4,13586.0051
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2004,1,3292.83
Lassen Volcanic NP,40.493508,-121.407618,2004,1,3414.027
Stanislaus National Forest,38.036256,-120.283203,2004,2,2446.2178
Sequoia National Forest,36.032162,-119.078781,2004,3,4304.4143
Modoc National Forest,41.339102,-121.147262,2004,1,146.6831
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2004,5,23473.7849
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2004,1,196.5969
Marin County,37.87136,-122.513604,2004,1,364.554
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2004,2,477.8729
Santa Barbara County,34.389656,-119.702652,2004,3,8645.8259
Mendocino CAL FIRE,39.345892,-123.319092,2004,1,323.7161
Inyo National Forest,37.313458,-118.139056,2004,1,189.8896
San Luis Obispo CAL FIRE,35.266778,-120.659441,2004,1,126.6547
Yosemite National Park,37.58395,-119.695053,2004,2,6967.267
Bakersfield District - BLM  (old),35.369763,-118.969794,2004,2,3853.1757
Tahoe National Forest,39.301182,-120.678146,2004,1,130.8606
Tulare County,36.210334,-119.335214,2004,3,2447.1863
Plumas National Forest,39.937816,-120.94114,2004,1,566.9303
Six Rivers National Forest,41.840065,-123.997312,2004,2,4318.7907
Los Angeles County,34.05513,-118.25703,2004,3,22508.6287
Riverside CAL FIRE,33.496892,-117.1504,2004,11,39186.4462
Ventura County,34.27834,-119.29317,2004,1,120.9402
Siskiyou CAL FIRE,41.702654,-122.641241,2004,4,3135.3822
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2004,1,287.2023
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2004,7,7845.1665
Butte CAL FIRE,36.01296,-116.830549,2004,1,1954.706
San Joaquin River National Wildlife Refuge,37.606243,-121.195342,2004,1,1459.002
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2004,7,52913.9543
Northern CA District - BLM,33.913568,-117.263252,2004,6,2709.5909
Sequoia - Kings Canyon NP,36.49042,-118.82488,2004,1,331.7918
Eldorado National Forest,38.721085,-120.829644,2004,3,24894.9892
Sierra National Forest,36.829829,-119.684965,2004,2,638.9058
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2004,4,2342.8211
San Diego CAL FIRE,32.72793,-117.15529,2004,5,10364.2878
San Bernardino National Forest,34.090473,-117.260245,2004,4,2091.78
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2004,3,1487.1884
San Bernardino National Forest,34.090473,-117.260245,2005,2,6430.4496
Tahoe National Forest,39.301182,-120.678146,2005,1,2265.666
Death Valley NP,36.483943,-117.129028,2005,2,1669.9981
Orange County,33.802647,-117.84931,2005,1,1078.504
Mendocino National Forest,39.172201,-122.90607,2005,1,1719.767
Santa Clara CAL FIRE,37.356651,-121.961118,2005,9,8664.2359
CA Desert District - BLM,33.839864,-116.505059,2005,6,11330.7587
Kern County,35.304076,-118.730207,2005,14,8942.8445
San Diego CAL FIRE,32.72793,-117.15529,2005,6,5306.1968
Modoc National Forest,41.339102,-121.147262,2005,2,319.2505
Klamath National Forest,41.336017,-122.841974,2005,1,3224.143
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2005,4,5450.219
Bakersfield District - BLM  (old),35.369763,-118.969794,2005,1,120.2063
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2005,3,670.0511
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2005,1,110.1062
San Bernardino CAL FIRE,34.136809,-117.29278,2005,5,5530.3517999999995
San Luis Obispo CAL FIRE,35.266778,-120.659441,2005,3,528.4861000000001
Northern CA District - BLM,33.913568,-117.263252,2005,1,24410.22
Riverside CAL FIRE,33.496892,-117.1504,2005,7,10387.5434
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2005,2,1565.5312000000001
Ventura County,34.27834,-119.29317,2005,1,3892.234
Los Padres National Forest,34.768611,-120.061716,2005,1,100.317
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2005,1,162.5525
Inyo National Forest,37.313458,-118.139056,2005,2,809.7862
Siskiyou CAL FIRE,41.702654,-122.641241,2005,1,746.627
Lassen Volcanic NP,40.493508,-121.407618,2005,1,1526.73
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2005,1,103.5365
Mendocino CAL FIRE,39.345892,-123.319092,2005,1,225.8012
Shasta-Trinity National Forest,40.520709,-122.301395,2005,1,433.0985
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2005,6,1999.8363
Fresno-Kings CAL FIRE,36.75156,-119.800612,2005,2,3038.6686999999997
Sequoia National Forest,36.032162,-119.078781,2005,2,2334.893
Los Angeles County,34.05513,-118.25703,2005,12,29546.717099999998
Yosemite National Park,37.58395,-119.695053,2005,5,1893.3592
Sequoia - Kings Canyon NP,36.49042,-118.82488,2005,2,10117.8541
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2005,16,12277.8005
Six Rivers National Forest,41.840065,-123.997312,2005,1,175.4118
Tulare County,36.210334,-119.335214,2005,2,3666.3842
Cleveland National Forest,33.022118,-117.094959,2005,2,353.8043
Sierra National Forest,36.829829,-119.684965,2005,1,256.3453
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2006,10,16468.574399999998
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2006,1,388.3694
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2006,2,3275.5189
Stanislaus National Forest,38.036256,-120.283203,2006,1,177.7769
Los Padres National Forest,34.768611,-120.061716,2006,6,184411.6017
San Bernardino National Forest,34.090473,-117.260245,2006,8,30507.417200000004
Clear Lake National Wildlife Refuge,41.87065,-121.141559,2006,1,158.077
Cleveland National Forest,33.022118,-117.094959,2006,3,27392.321699999997
San Bernardino CAL FIRE,34.136809,-117.29278,2006,6,67640.9253
Bakersfield District - BLM  (old),35.369763,-118.969794,2006,5,3996.3134
Northern CA District - BLM,33.913568,-117.263252,2006,2,5697.528
CA Desert District - BLM,33.839864,-116.505059,2006,4,2391.3114
Kern County,35.304076,-118.730207,2006,7,10766.2232
Yosemite National Park,37.58395,-119.695053,2006,5,7224.8994999999995
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2006,8,3300.7888000000003
Shasta-Trinity National Forest,40.520709,-122.301395,2006,5,103861.2593
San Diego CAL FIRE,32.72793,-117.15529,2006,3,895.6354000000001
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2006,4,1998.8834
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2006,1,104.3294
Sierra National Forest,36.829829,-119.684965,2006,1,233.0202
Fresno-Kings CAL FIRE,36.75156,-119.800612,2006,4,11958.9002
Sequoia - Kings Canyon NP,36.49042,-118.82488,2006,3,2409.8297000000002
Butte CAL FIRE,36.01296,-116.830549,2006,1,453.417
Plumas National Forest,39.937816,-120.94114,2006,3,3797.4617000000003
Lassen National Forest,40.20725,-120.90771,2006,1,537.4158
Tahoe National Forest,39.301182,-120.678146,2006,1,2097.263
Tulare County,36.210334,-119.335214,2006,3,2070.3406999999997
Mendocino National Forest,39.172201,-122.90607,2006,3,18039.1077
Six Rivers National Forest,41.840065,-123.997312,2006,3,16832.9983
Ventura County,34.27834,-119.29317,2006,4,14259.9402
Santa Clara CAL FIRE,37.356651,-121.961118,2006,4,43256.08499999999
Mendocino CAL FIRE,39.345892,-123.319092,2006,2,1360.8611
Angeles National Forest,34.181417,-118.074422,2006,4,707.6443
Joshua Tree NP,33.913972,-115.839753,2006,4,3450.2833
Modoc National Forest,41.339102,-121.147262,2006,7,7786.0739
Los Angeles County,34.05513,-118.25703,2006,7,7318.848
Sequoia National Forest,36.032162,-119.078781,2006,4,10471.1723
Santa Barbara County,34.389656,-119.702652,2006,1,151.8605
Klamath National Forest,41.336017,-122.841974,2006,6,37123.2262
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2006,3,15005.4688
Inyo National Forest,37.313458,-118.139056,2006,1,7437.11
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2006,5,3098.8284
Siskiyou CAL FIRE,41.702654,-122.641241,2006,3,1514.4278
Death Valley NP,36.483943,-117.129028,2006,4,15505.1734
Riverside CAL FIRE,33.496892,-117.1504,2006,4,41022.5477
Death Valley NP,36.483943,-117.129028,2007,1,1989.909
San Bernardino National Forest,34.090473,-117.260245,2007,6,28212.7693
Klamath National Forest,41.336017,-122.841974,2007,7,19944.493
Tahoe National Forest,39.301182,-120.678146,2007,1,8421.044
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2007,7,1382.5271
Los Padres National Forest,34.768611,-120.061716,2007,1,394.0664
Siskiyou CAL FIRE,41.702654,-122.641241,2007,2,1051.7483
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2007,4,1395.4406
Tulare County,36.210334,-119.335214,2007,2,2575.7879999999996
Cleveland National Forest,33.022118,-117.094959,2007,2,2464.9073
Los Angeles County,34.05513,-118.25703,2007,12,57444.2748
Orange County,33.802647,-117.84931,2007,2,30048.059
Riverside CAL FIRE,33.496892,-117.1504,2007,8,3811.3397
Northern CA District - BLM,33.913568,-117.263252,2007,2,313.9552
Butte CAL FIRE,36.01296,-116.830549,2007,3,2031.1526
San Bernardino CAL FIRE,34.136809,-117.29278,2007,5,5520.2201000000005
CA Desert District - BLM,33.839864,-116.505059,2007,3,1846.5107
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2007,5,1756.4343
Santa Barbara County,34.389656,-119.702652,2007,4,241857.36250000002
Angeles National Forest,34.181417,-118.074422,2007,1,58410.34
Plumas National Forest,39.937816,-120.94114,2007,3,87698.4278
Mendocino CAL FIRE,39.345892,-123.319092,2007,1,444.1571
Camp Pendleton Marine Corps Base,33.465219,-117.51921,2007,1,21493.91
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2007,2,999.3429
Inyo National Forest,37.313458,-118.139056,2007,5,36445.7871
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2007,1,422.33
Santa Clara CAL FIRE,37.356651,-121.961118,2007,2,47914.424999999996
Mendocino National Forest,39.172201,-122.90607,2007,1,102.3471
San Luis Obispo CAL FIRE,35.266778,-120.659441,2007,1,332.3627
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2007,1,125.9606
Stanislaus National Forest,38.036256,-120.283203,2007,2,299.01869999999997
Modoc National Forest,41.339102,-121.147262,2007,2,8349.2322
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2007,3,1206.4957
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2007,2,843.248
Fresno-Kings CAL FIRE,36.75156,-119.800612,2007,2,5821.9641
Bakersfield District - BLM  (old),35.369763,-118.969794,2007,4,3513.5562
Santa Monica Mtns National Recreation Area,34.114193,-119.072796,2007,1,3838.895
Yosemite National Park,37.58395,-119.695053,2007,4,1940.5666
Sierra National Forest,36.829829,-119.684965,2007,1,193.511
San Diego CAL FIRE,32.72793,-117.15529,2007,8,312974.0284
Shasta-Trinity National Forest,40.520709,-122.301395,2007,3,2764.7084
Lake Taho Basin Management Unit,35.04304,-116.29502,2007,1,3069.805
Sequoia - Kings Canyon NP,36.49042,-118.82488,2007,1,184.8262
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2007,1,329.0809
Lassen National Forest,40.20725,-120.90771,2007,1,253.6503
Kern County,35.304076,-118.730207,2007,3,13840.1749
Sequoia National Forest,36.032162,-119.078781,2007,5,7119.2676
Mendocino CAL FIRE,39.345892,-123.319092,2008,33,52733.1143
Mendocino National Forest,39.172201,-122.90607,2008,12,73071.5434
Lassen National Forest,40.20725,-120.90771,2008,3,27655.091
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2008,4,4393.6983
Marin County,37.87136,-122.513604,2008,1,302.9909
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2008,1,12434.29
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2008,4,3003.6324
Cleveland National Forest,33.022118,-117.094959,2008,2,311.90930000000003
CA Desert District - BLM,33.839864,-116.505059,2008,3,792.9044
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2008,3,18329.125
Klamath National Forest,41.336017,-122.841974,2008,10,76047.6609
